COUNTRY,Channel Type,Media Cost,Impressions,CPM,Clicks,CTR,CPC,IV,CP IV,Entry Rate,NVWR,Cp NVWR,CVR,DCS (pre) Order,Meta_Leads,Cp lead Forms
PL,Social Networks,17167.04,6157378.0,2.788043871920808,57786.0,0.009384838806388044,0.29707956944588654,,NaN,0.0,,NaN,NaN,,1584.0,10.837777777777779
PL,Search Engine,2493.6635807336474,186611.0,13.362897046442319,32868.0,0.17613109623762802,0.07586903920937225,23138.0,0.10777351459649268,0.7039673846902763,99.0,25.18852101751159,0.004278675771458207,0.0,,NaN
PL,Display,2456.617036,3359630.0,0.7312165434884199,8987.0,0.0026749969490687964,0.27335229064203853,,NaN,0.0,,NaN,NaN,,,NaN
GR,Display,938.0529630000001,2973993.0,0.31541868558533936,36821.0,0.012380997534291439,0.02547603169387035,,NaN,0.0,,NaN,NaN,,,NaN
GR,Social Networks,3933.5700000000006,2150344.0,1.8292747578992015,23284.0,0.010828034956267463,0.16893875622745236,,NaN,0.0,,NaN,NaN,,427.0,9.212107728337237
GR,Search Engine,760.54624,66007.0,11.522205826654748,17486.0,0.2649112972866514,0.043494580807503146,,NaN,0.0,,NaN,NaN,,,NaN
RO,Social Networks,7374.579999999999,3999078.0,1.844070058148403,35004.0,0.008753017570550012,0.21067820820477656,,NaN,0.0,,NaN,NaN,,1342.0,5.495216095380029
RO,Display,676.4623669999999,1361091.0,0.4970001028586626,27958.0,0.020540874930478563,0.024195663745618424,,NaN,0.0,,NaN,NaN,,,NaN
RO,Search Engine,560.0945509396835,57109.0,9.807465564791599,11349.0,0.19872524470748917,0.04935188571148854,,NaN,0.0,,NaN,NaN,,,NaN
CZ,Social Networks,10485.600000000008,3027776.0,3.4631359783550724,40630.0,0.013419090447906318,0.25807531380753157,,NaN,0.0,,NaN,NaN,,1180.0,8.886101694915261
CZ,Search Engine,806.9526773154148,71221.0,11.330263227354498,10218.0,0.14346892068350628,0.0789736423287742,,NaN,0.0,,NaN,NaN,,,NaN
CZ,Display,894.1410404427477,441381.0,2.0257805398119713,4434.0,0.010045742793640868,0.2016556248179404,356.0,2.511632136075134,0.08028867839422643,0.0,NaN,0.0,0.0,,NaN
AT,NOT MAPPED,2116.9290330000003,112325.0,18.846463681281996,21597.0,0.19227242377030937,0.09801958758160857,6.0,352.82150550000006,2.778163633838033E-4,0.0,NaN,0.0,0.0,,NaN
AT,Display,2462.091407,4393854.0,0.5603489344434294,13335.0,0.0030349210510863586,0.18463377630296213,983.0,2.5046708107833164,0.07371578552680914,0.0,NaN,0.0,0.0,,NaN
AT,Social Networks,6852.389999999998,1263860.0,5.421795135537162,10556.0,0.008352190907220737,0.6491464569912844,,NaN,0.0,,NaN,NaN,,,NaN
SK,Social Networks,7854.519999999999,2599676.0,3.021345736930294,25036.0,0.009630430869077531,0.31372903019651693,,NaN,0.0,,NaN,NaN,,640.0,12.272687499999998
SK,Search Engine,455.7683830000001,26394.0,17.267878419337734,6106.0,0.23134045616427976,0.0746427093023256,,NaN,0.0,,NaN,NaN,,,NaN
SK,Display,470.20248599999996,331382.0,1.4189137792638102,1242.0,0.0037479404433554027,0.37858493236714974,,NaN,0.0,,NaN,NaN,,,NaN
BG,Social Networks,3724.3999999999987,2606488.0,1.4288958936315836,26566.0,0.01019225870213099,0.1401942332304449,170.0,0.0,0.006399156816984115,2.0,0.0,0.011764705882352941,0.0,528.0,7.053787878787876
BG,Display,181.80270099999998,675481.0,0.2691455436940491,2685.0,0.003974945261228665,0.06771050316573556,180.0,1.0100150055555555,0.0670391061452514,0.0,NaN,0.0,0.0,,NaN
BG,Search Engine,123.09999300000003,7122.0,17.28446967144061,1579.0,0.2217073855658523,0.07796073020899305,,NaN,0.0,,NaN,NaN,,,NaN
HU,Social Networks,3493.7700000000004,1517139.0,2.302867436668625,13132.0,0.008655765885657148,0.26605010660980816,,NaN,0.0,,NaN,NaN,,446.0,7.833565022421526
HU,Search Engine,621.917481,66819.0,9.307494589862165,8548.0,0.12792768523922837,0.07275590559195133,,NaN,0.0,,NaN,NaN,,,NaN
HU,Display,819.7149962797894,1058711.0,0.7742575606372176,7204.0,0.006804500945017101,0.1137860905441129,,NaN,0.0,,NaN,NaN,,,NaN
SI,Social Networks,6671.000000000003,2344902.0,2.844895010537755,16984.0,0.007242946613547176,0.39278144135657106,,NaN,0.0,,NaN,NaN,,500.0,13.342000000000006
SI,Search Engine,380.251325,24022.0,15.82929502123054,3328.0,0.13853967196736325,0.11425821063701923,,NaN,0.0,,NaN,NaN,,,NaN
SI,Display,385.84250299999997,863381.0,0.44689714390286556,2266.0,0.0026245655162668623,0.17027471447484552,,NaN,0.0,,NaN,NaN,,,NaN
Not Valid,Social Networks,2322.2999999999997,954848.0,2.4321148496933542,10912.0,0.011427996916786755,0.2128207478005865,1.0,2322.2999999999997,9.164222873900293E-5,0.0,NaN,0.0,0.0,62.0,0.0
Linkpost - statika - F800GS,Social Networks,1797.3400000000006,761292.0,2.3609075098648096,4427.0,0.005815114305680344,0.4059950304946918,,NaN,0.0,,NaN,NaN,,66.0,0.0
Linkpost - static - F800GS,Social Networks,1421.34,475770.0,2.9874519200454,2120.0,0.004455934590243185,0.670443396226415,,NaN,0.0,,NaN,NaN,,58.0,0.0
Linkpost - static - F800,Social Networks,25.630000000000003,35991.0,0.7121224750632104,287.0,0.007974215776166263,0.08930313588850175,,NaN,0.0,,NaN,NaN,,,NaN
